"titles","word_matches","cat_matches","cat_matches_list","optim"
"Microbial lipid production from potato processing wastewater using oleaginous filamentous fungi Aspergillus oryzae",2,2,"other, waste",0
"Identification of the influence of fouling on the heat recovery in a network of shell and tube heat exchangers",3,2,"energy, various",0
"Bioremediation of metal-rich effluents: Could the invasive bivalve Corbicula fluminea work as a biofilter?",2,2,"other, waste",0
"Modelling of organic Rankine cycle system and heat exchanger components",3,2,"energy, various",0
"Optimization of continuous hydrogen production from co-fermenting molasses with liquid swine manure in an anaerobic sequencing batch reactor",3,2,"energy, waste",1
"Experimental study on an innovative multifunction heat pipe type heat recovery two-stage sorption refrigeration system",3,2,"energy, various",0
"Understanding the development trends of low-carbon energy technologies: A patent analysis",2,2,"energy, waste",0
"Use of Raphanus sativus L. press cake, a solid residue from biodiesel processing, in the production of adsorbents by microwave activation",2,2,"energy, waste",0
"Neural model for forecasting temperature in a distribution network of cooling water supplied to systems producing petroleum products",3,2,"energy, water",0
"The effect of light supply on microalgal growth, CO2 uptake and nutrient removal from wastewater",3,2,"various, waste",0
"Effects of thermobarical pretreatment of cattle waste as feedstock for anaerobic digestion",3,2,"various, waste",0
"Review of promising strategies for zero-waste production of the third generation biofuels",2,2,"energy, waste",0
"Treatment of a chocolate industry wastewater in a pilot-scale low-temperature UASB reactor operated at short hydraulic and sludge retention time",3,2,"various, waste",0
"Determination of permissible industrial pollution load at a municipal wastewater treatment plant",4,2,"various, waste",0
"Multi-objective optimization of VOC recovery and reuse in crude oil loading",4,2,"energy, various",1
"Fenton and photo-Fenton treatment of distillery effluent and optimization of treatment conditions with response surface methodology",3,2,"various, waste",1
"Modeling, instrumentation, automation, and optimization of wastewater treatment facilities",4,2,"various, waste",1
"Modeling of a biomass gasification CHP plant: Influence of various parameters on energetic and exergetic efficiencies",4,2,"energy, various",0
"Electric vehicles for postal service equipped with a kinetic energy recovery system",3,2,"energy, various",0
"Analysis of effective diffusivity of sludge in superheated steam drying based on Fourier number method and optimization method",4,2,"energy, waste",1
"A conceptual evaluation of sustainable variable-rate agricultural residue removal",2,2,"other, waste",0
"Life cycle energy and greenhouse gas analysis for agave-derived bioethanol",4,2,"energy, waste",0
"Overuse of wood-based bioenergy in selected sub-Saharan Africa countries: Review of unconstructive challenges and suggestions",2,2,"energy, other",0
"A review of metallic radiation recuperators for thermal exhaust heat recovery",3,2,"energy, various",0
"Preparation of a specific bamboo based activated carbon and its application for ciprofloxacin removal",2,2,"other, waste",0
"Effect of digester F/M ratio on gas production and sludge minimization of ultrasonically treated sludge",2,2,"energy, waste",0
"Enhanced photocatalytic activity of fish scale loaded TiO2 composites under solar light irradiation",2,2,"energy, other",0
"High efficiency bio-hydrogen production from glucose revealed in an inoculum of heat-pretreated landfill leachate sludge",5,2,"energy, waste",0
"NO x and SO 2 emissions from municipal solid waste (MSW) combustion in CO 2/O 2 atmosphere",5,2,"energy, waste",0
"Composting of municipal biosolids: Effect of bulking agent particle size on operating performance",3,2,"various, waste",0
"Experimental investigation adsorption chillers using micro-porous silica gel-water and compound adsorbent-methanol",2,2,"energy, water",0
"Application of House of Quality in evaluation of low rank coal pyrolysis polygeneration technologies",2,2,"energy, various",0
"Design of a small-scale organic rankine cycle engine used in a solar power plant",5,2,"energy, various",0
"Heat integration study on biomass gasification plant for hydrogen production",4,2,"energy, various",0
"Ionic liquid-mediated solid acid saccharification of sago waste: Kinetic, ionic liquid recovery and solid acid catalyst reusability study",2,2,"various, waste",0
"Application of soybean residue (okara) as a low-cost adsorbent for reactive dye removal from aqueous solution",2,2,"other, waste",0
"Copper biosorption by pine cone shell and thermal decomposition study of the exhausted biosorbent",2,2,"energy, other",0
"The performance of absorption-compression hybrid refrigeration driven by waste heat and power from coach engine",5,2,"energy, waste",0
"A CFD model for thermal conversion of thermally thick biomass particles",2,2,"energy, various",0
"Experimental investigation of a novel multifunction heat pipe solid sorption icemaker for fishing boats using CaCl2/activated carbon compound-ammonia",2,2,"energy, waste",0
"Efficiency improvement of heat storage materials for MgO/H2O/Mg(OH)2 chemical heat pumps",2,2,"energy, other",0
"Potential use of Caulerpa fastigiata biomass for removal of lead: Kinetics, isotherms, thermodynamic, and characterization studies",2,2,"other, various",0
"Sludge-adsorbents from palm oil mill effluent for methylene blue removal",3,2,"energy, waste",0
"Enzymatic hydrolysis optimization of microwave alkali pretreated wheat straw and ethanol production by yeast",4,2,"energy, other",1
"Optimization of Spongiochloris sp. biomass production in the abattoir digestate",3,2,"various, waste",1
"Recent advances in green energy and product productions, environmentally friendly, healthier and safer technologies and processes, CO2 capturing, storage and recycling, and sustainability assessment in decision-making",3,2,"energy, waste",0
"Thermal performance estimation of ammonia-water plate bubble absorbers for compression/absorption hybrid heat pump application",3,2,"energy, water",0
"Efficient separation and recovery of technetium-99 from contaminated groundwater",2,2,"various, water",0
"Comparison of Spirulina platensis microalgae and commercial activated carbon as adsorbents for the removal of Reactive Red 120 dye from aqueous effluents",3,2,"energy, waste",0
"Polymer solution-clay interaction effects on contaminant barrier material integrity: Part i - Solution characteristics",2,2,"other, various",0
"Activated carbon from lignocellulosic waste residues: Effect of activating agent on porosity characteristics and use as adsorbents for organic species",4,2,"various, waste",0
"Energy requirements for butanol recovery using the flash fermentation technology",3,2,"energy, various",0
"Method for assessing and improving the efficiency of agricultural biogas plants based on fuzzy logic and expert systems",2,2,"energy, other",0
"The net power output of ideal supercritical organic Rankine cycle with different flow arrangement evaporators",2,2,"energy, various",0
"Theoretical calculation simulation studies of ABV nuclear reactor coupled with desalination system",3,2,"energy, water",0
"Usefulness of ANN-based model for copper removal from aqueous solutions using agro industrial waste materials | Primena ANN modela na proces uklanjanja bakra iz vodenih rastvora upotrebom agro-industrijskog otpada",3,2,"other, waste",0
"Analyses of energy conversion potential of lignocellulose contained in excess sludge",2,2,"energy, waste",0
"Valorization of an agricultural waste, Stipa tenassicima fibers, by biosorption of an anionic azo dye, Congo red",2,2,"other, waste",0
"Maintenance-energy-dependent dynamics of growth and poly(3-Hydroxybutyrate) [p(3hb)] production by azohydromonas lata mtcc 2311 using simple and renewable carbon substrates",3,2,"energy, waste",0
"Kinetic study on phosphate removal from aqueous solution by biochar derived from peanut shell as renewable adsorptive media",2,2,"energy, waste",0
"Experimental research on variable speed operation of cold-hot water unit driven by gas engine",3,2,"energy, water",0
"Adsorption performance indicators for the CO2/CH4 separation: Application to biomass-based activated carbons",2,2,"various, waste",0
